user,user_profile,date_review,title,rating,type_visit,num_contributions,review,restaurant,review_cleaned,year,month
Christophe O,christopheo306,2017-04-05,Quartier très sympa,5.0,couples,1,Idéal pour flâner et manger. Plein de bouchons sur place. Je recommande ce lieu atypique avec ces traboules et ces pavés. Idéal pour fuir les voitures.,Le Vieux Lyon,idéal flâner manger plein bouchons place recommande lieu atypique traboules pavés idéal fuir voitures,2017,4
ArnoBzh35,ArnoBzh35,2017-03-29,Un vrai bouchon,4.0,business,20,"Tout ce qu'on attend d'un bouchon lyonnais, du frais, du bon, du goût, de l'humain : tout y est ! Un incontournable rue St Jean.",Le Vieux Lyon,tout quon attend dun bouchon lyonnais frais bon goût lhumain tout incontournable rue jean,2017,3
lionel-sylvie,lionel-sylvie,2017-03-28,Bon bouchon,4.0,couples,37,"Une fois dans le vieux lyon, il est difficile de choisir un bouchon qui se ressemble tous beaucoup. Nous avons opté pour le vieux Lyon et nous n'avons pas été déçu. Serveur sympa, andouillette et frites maisons excellent. ",Le Vieux Lyon,fois vieux lyon difficile choisir bouchon ressemble tous beaucoup avon opté vieux lyon navons déçu serveur sympa andouillette frites maisons excellent,2017,3
Adrien,Adrianito,2017-03-20,Un des excellents bouchons lyonnais,5.0,family,63,"Nous avons choisi ce bouchon pour son menu du jour proposé vraiment pas cher (16.90€ entrée/plat/dessert) et nous n'avons pas été déçu. Alors que la plupart des autres bouchons proposent des menus à plus de 20€, nous avons été surpris de tomber sur ce bouchon qui n'avait jamais attiré notre attention auparavant.

Le menu est d'excellente qualité et la quantité est au RDV. Rien est à redire. Très bonne découverte de l’œuf meurette, bonne soupe à l'oignon. Le faux-filet est très bien cuit et les frites maison excellentes. La tarte aux pralines fini très bien cet excellent repas.

Seul petit bémol, il n'y a que 2 serveurs qui paraissaient assez tendus avec la terrasse complète. Du coup, l'un d'eux n'était pas très souriant.

Nous reviendrons à coup sûr pour cette excellente découverte à Lyon.",Le Vieux Lyon,avon choisi bouchon menu jour proposé vraiment cher entréeplatdessert navons déçu alors plupart autres bouchons proposent menu plus avon surpris tomber bouchon navait jamais attiré attention auparavant menu dexcellente qualité quantité rdv rien redire très bonne découverte lœuf meurette bonne soupe loignon fauxfilet très bien cuit frites maison excellentes tarte praline fini très bien cet excellent repas seul petit bémol serveurs paraissaient assez tendus terrasse complète coup lun deux nétait très souriant reviendrons coup sûr cette excellente découverte lyon,2017,3
Regis79,Regis79,2017-03-14,Un bouchon comme on les aimes,4.0,business,19,"Parti pour un déplacement professionnel, nous étions à la recherche d'un bouchon lyonnais un dimanche.
Il faut savoir que beaucoup de bouchon sont fermés le dimanche et le lundi.
Celui ci non donc nous sommes allés dans ce lieu.
Le menu à 27€ très bien à première vu et dans l'assiette pas de mauvaise surprise, très bon.
Le personnel accueillant et serviable.
La place est limitée mais cela reste de l'esprit du bouchon lyonnais.",Le Vieux Lyon,parti déplacement professionnel recherche dun bouchon lyonnais dimanche faut savoir beaucoup bouchon fermés dimanche lundi celui non donc somme allés lieu menu très bien première lassiette mauvaise surprise très bon personnel accueillant serviable place limitée cela reste lesprit bouchon lyonnais,2017,3
Michel L,michellH5837HJ,2017-03-14,Sympathique bouchon,4.0,business,245,"Très bonne table, bon rapport qualité prix. Les plats sont copieux et de qualité. En plus il est ouvert le dimanche soir",Le Vieux Lyon,très bonne table bon rapport qualité prix plat copieux qualité plus ouvert dimanche soir,2017,3
sandra l,sandral104,2017-03-13,très bon bouchon,5.0,couples,16,"Avec tout le choix de bouchons dans le vieux Lyon, notre 1er reflexe a été de regarder sur tripadvisor et nous avons bien fait!!
Super bouchon, excellent rapport qualité prix et l'équipe était très sympa!",Le Vieux Lyon,tout choix bouchons vieux lyon reflexe regarder tripadvisor avon bien fait super bouchon excellent rapport qualité prix léquipe très sympa,2017,3
Louloutta,louloutta786,2017-03-08,Bon rapport qualité prix,3.0,couples,49,"Le choix est difficile avec tous les restos de la rue principale du vieux Lyon ... 
notre choix s'est arrêté sur celui la !! 
Repas copieux et prix correct . 
C'était bon et copieux 
La seule critique est que le service est un peu rapide apéro en même temps que les entrées . Et repas englouti en à peine une heure. 
Mais c'était très bon . ",Le Vieux Lyon,choix difficile tous restos rue principale vieux lyon choix sest arrêté celui repas copieux prix correct cétait bon copieux seule critique service peu rapide apéro temp entrées repas englouti peine heure cétait très bon,2017,3
Josee83,Josee83,2017-03-08,Sympa avec une végétarienne!,5.0,couples,6,"Nous voulions essayer un petit bouchon lyonnais mais étant végétalienne, j'ai apprécié que le chef me fasse une assiette spéciale: salade verte, chou romanesco, endives braisées, frites... sinon l'andouillette frites pour mon mari parfaite. Accueil sympa. Toilettes très propres. ",Le Vieux Lyon,voulions essayer petit bouchon lyonnais végétalienne jai apprécié chef fasse assiette spéciale salade verte chou romanesco endive braisées frites sinon landouillette frites mari parfaite accueil sympa toilette très propres,2017,3
Jérôme A,177j_r_mea,2017-03-05,"""Un petit bouchon à ne pas manquer""",5.0,couples,24,"Restaurant typique Lyonnais, accueil très chaleureux, cuisine de qualité, une soirée inoubliable !!!",Le Vieux Lyon,restaurant typique lyonnais accueil très chaleureux cuisine qualité soirée inoubliable,2017,3
pascoual38,pascoual38,2017-03-02,AGREABLE ET CONVIVIALE,4.0,family,2,"Nous nous y sommes arrêtés un peu par hasard,l’accueil est très sympathique,le cadre est charmant,salle assez petite et tables rapprochées,on aime ou on aime pas mais c'est ce qui fait le charme des bistrots lyonnais.nous nous sommes régalés pour un tarif raisonnable (20€ le menu)une bonne adresse.",Le Vieux Lyon,somme arrêtés peu hasardlaccueil très sympathiquele cadre charmantsalle assez petite table rapprochéeson aime aime cest fait charme bistrots lyonnaisnous somme régalés tarif raisonnable menuune bonne adresse,2017,3
Jacques J,632jacquesd,2017-02-25,Un bouchon très sympa,5.0,family,40,"Un bouchon vraiment très sympathique, une équipe au petit soin et très souriante. Bonne cuisine à prix raisonnable. Passez devant et arrêtez vous c'est l'assurance de profiter d'un agréable moment.",Le Vieux Lyon,bouchon vraiment très sympathique équipe petit soin très souriante bonne cuisine prix raisonnable passez devant arrêtez cest lassurance profiter dun agréable moment,2017,2
aurenalie,aurenalie,2017-02-23,Bouchon sympathique,4.0,friends,63,"Un vrai bouchon lyonnais comme on les aime. Accueil décontracté, carte simple (tout est fait maison). Nous choisissons chacune en entrée un saucisson chaud au vin rouge suivi par deux quenelles de brochet sauce Nantua et pour terminer une tarte aux pralines et une cervelle des Canuts, tout cela accompagné d'un pot de Morgon pour moins de 50€. Ce n'est pas de la grande gastronomie mais c'est exactement ce que l'on recherche dans un bouchon ; en fin de service, le chef est même venu discuter avec nous.",Le Vieux Lyon,vrai bouchon lyonnais comme aime accueil décontracté carte simple tout fait maison choisissons chacune entrée saucisson chaud vin rouge suivi deux quenelles brochet sauce nantua terminer tarte praline cervelle canuts tout cela accompagné dun pot morgon moins nest grande gastronomie cest exactement lon recherche bouchon fin service chef venu discuter,2017,2
Pascal V,pascalv597,2017-02-17,Sympa et  de qualité,4.0,family,102,"ce restaurant est à l'écoute de ses clients. Le service est très sympa.
Le menu du jour est  correcte et la qualité des plats est au RDV.
Les œufs en meurette sont tip top....",Le Vieux Lyon,restaurant lécoute client service très sympa menu jour correcte qualité plat rdv œufs meurette tip top,2017,2
Amaury B,43amauryb,2017-02-12,Pas incroyable,3.0,couples,3,"Le service était très bien, par contre, culinairement, tout sauf incroyable. La carte est très très classique, c'est correct, mais pas franchement inoubliable.

Quant au lieu, une salle correcte, mais aussi et surtout dans notre cas, une cave... pas top, un peu glop même !

Enfin, pas de dessert du jour, à peine à 13H... pas top, car les plats du jour, c'est quand même ce qui fait entrer dans un restaurant !",Le Vieux Lyon,service très bien contre culinairement tout sauf incroyable carte très très classique cest correct franchement inoubliable quant lieu salle correcte aussi surtout cave top peu glop enfin dessert jour peine top car plat jour cest quand fait entrer restaurant,2017,2
Chloeemas,Chloeemas,2017-02-09,Moyen,2.0,friends,6,"Le serveur n'a pas été très accueillant, et cela a jeté une atmosphère étrange pendant le repas. La nourriture était bonne, mais un peu chère (16,5€ pour un gratin de ravioles)... ",Le Vieux Lyon,serveur très accueillant cela jeté atmosphère étrange pendant repas nourriture bonne peu chère gratin ravioles,2017,2
Kevin3375,Kevin3375,2017-02-06,Bon moment,5.0,couples,19,"On a passé un très bon moment. Serveur très sympathique et disponible. 
Bons plats locaux à découvrir, frites maisons. Tarifs très abordable, rien à redire, nous conseillons.",Le Vieux Lyon,passé très bon moment serveur très sympathique disponible bons plat locaux découvrir frites maisons tarifs très abordable rien redire conseillons,2017,2
crohsui,crohsui,2017-02-04,Bouchon historique,5.0,none,4,"Bon bouchon historique avec une histoire. Les plats y sont bons tout est fait maison . L accueil chaleureux, le service attentionné . Une mention particulière pour la quenelle et le trio de ravioles sauce cèpes sauce s'y Marcelin et basilique . Nous avons passé un agréable moment nous y reviendrons ",Le Vieux Lyon,bon bouchon historique histoire plat bons tout fait maison accueil chaleureux service attentionné mention particulière quenelle trio ravioles sauce cèpes sauce marcelin basilique avon passé agréable moment reviendrons,2017,2
Poire-Au-Chocolat,Helene_Chevalier,2017-01-29,Un bouchon comme on les aime !,4.0,couples,586,"Excellent bouchon qui proposent les plats traditionnels à des prix correct et surtout avec des produits de qualité!
Option menu du jour pour les petites bourses, menu Lyonnais très sympa...
Nous sommes venus déjà 2 fois et n'avons pas été déçu.
Mon mari raffole de leur tête de veau, j'ai pour ma part tester le saucisson avec le gratin dauphinois, sans doute le meilleur gratin que nous avons mangé! Généreux en crème et beurre, un délice! 
On reviendra une troisième fois! 
Attention venez avant 12h40 sinon vous n'aurez pas la chance d'y déjeuner!",Le Vieux Lyon,excellent bouchon proposent plat traditionnels prix correct surtout produits qualité option menu jour petite bourse menu lyonnais très sympa somme venus déjà fois navons déçu mari raffole tête veau jai part tester saucisson gratin dauphinois sans doute meilleur gratin avon mangé généreux crème beurre délice reviendra troisième fois attention venez avant sinon naurez chance déjeuner,2017,1
Jezgus64,Jezgus64,2017-01-29,Un Bon bouchon,4.0,couples,198,Un grand merci aux serveur (et à Gigi !) pour sa bonne humeur très communicative. De Bon plats lyonnais !!,Le Vieux Lyon,grand merci serveur gigi bonne humeur très communicative bon plat lyonnais,2017,1
Kucub,kucub83,2017-01-29,Très bien,4.0,couples,18,"Un menu entrée/plat/désert à un rapport/qualité prix très correct. Assez copieux. Le geste commerçant est d'avoir accepté de nous faire une formule du midi le soir, chose assez rare. Service efficace et agréable.",Le Vieux Lyon,menu entréeplatdésert rapportqualité prix très correct assez copieux geste commerçant davoir accepté faire formule midi soir chose assez rare service efficace agréable,2017,1
Jonathan B,j0hnjb,2017-01-28,Comme la note moyen,3.0,family,227,"Bouchon lyonnais moyen ou le service est sympa, mais le repas n'est pas fantastique des plats avec le gout pas trop prononcé",Le Vieux Lyon,bouchon lyonnais moyen service sympa repas nest fantastique plat gout trop prononcé,2017,1
Marie P,170MarieP,2017-01-28,Pour un déjeuner avec le sourire,4.0,friends,32,"Service très sympathique et drôle. Bons plats a un prix très raisonnable.
Le vin à la carte pourrait être plus varié.
On reviendra sans aucun doute ! ",Le Vieux Lyon,service très sympathique drôle bons plat prix très raisonnable vin carte pourrait être plus varié reviendra sans aucun doute,2017,1
